order_id,order_date,product,category,quantity,price,total_sales,city,store,sales_channel,payment_method,discount,profit
ORD12536,06/05/2024,Keyboard,Electronics,2,158.59,241.06,Ibadan,Store B,Online,Card,0.24,61.74
ORD12537,30/07/2024,Backpack,Accessories,4,257.43,875.26,Lagos,Store B,Offline,Card,0.15,282.19
ORD12538,17/08/2024,Bluetooth Speaker,Electronics,5,275.87,1062.1,Kano,Store A,Offline,Mobile Money,0.23,187.7
ORD12539,22/01/2024,Bookshelf,Furniture,5,60.76,236.96,Port Harcourt,Store B,Online,Card,0.22,71.15
ORD12540,12/10/2024,Phone Case,Accessories,2,44.73,76.94,Port Harcourt,Store A,Offline,Cash,0.14,24.15
ORD12541,05/04/2024,Laptop Sleeve,Accessories,5,125.51,583.62,Port Harcourt,Store D,Online,Cash,0.07,141.02
ORD12542,09/09/2024,USB Cable,Electronics,4,212.57,680.22,Lagos,Store B,Online,Mobile Money,0.2,109.17
ORD12543,13/07/2024,Laptop Stand,Electronics,3,117.25,281.4,Lagos,Store B,Online,Cash,0.2,46.14
ORD12544,17/11/2024,Bookshelf,Furniture,1,232.65,188.45,Port Harcourt,Store B,Online,Transfer,0.19,28.57
ORD12545,01/02/2024,Notebook,Stationery,4,207.54,655.83,Lagos,Store A,Online,Mobile Money,0.21,165.94
ORD12546,22/07/2024,Standing Desk,Furniture,3,138.08,410.1,Ibadan,Store D,Offline,Transfer,0.01,89.56
ORD12547,18/12/2024,Keyboard,Electronics,5,122.67,533.61,Kano,Store B,Offline,Transfer,0.13,176.38
ORD12548,25/11/2024,Office Chair,Furniture,2,211.25,414.05,Kano,Store B,Offline,Mobile Money,0.02,130.44
ORD12549,18/10/2024,Phone Case,Accessories,2,138.31,221.3,Lagos,Store D,Online,Cash,0.2,68.61
ORD12550,04/09/2024,Pen Pack,Stationery,5,122.25,470.66,Lagos,Store A,Online,Mobile Money,0.23,156.6
ORD12551,17/08/2024,Drawer Cabinet,Furniture,5,197.57,800.16,Port Harcourt,Store C,Offline,Mobile Money,0.19,219.04
ORD12552,20/04/2024,Drawer Cabinet,Furniture,1,40.89,32.3,Kano,Store C,Online,Mobile Money,0.21,9.44
ORD12553,03/01/2024,Backpack,Accessories,5,77.93,389.65,Abuja,Store D,Online,Transfer,0,57.67
ORD12554,30/12/2024,Stapler,Stationery,1,239.11,217.59,Abuja,Store D,Offline,Card,0.09,51.65
ORD12555,25/11/2024,Notebook,Stationery,2,190.91,374.18,Kano,Store B,Online,Card,0.02,82.37
ORD12556,07/06/2024,Backpack,Accessories,4,31.49,104.55,Kano,Store C,Offline,Mobile Money,0.17,21.28
ORD12557,11/03/2024,Stapler,Stationery,4,134.71,511.9,Ibadan,Store A,Online,Cash,0.05,125.44
ORD12558,20/02/2024,Bookshelf,Furniture,5,246.64,1023.56,Port Harcourt,Store D,Offline,Transfer,0.17,208.61
ORD12559,01/01/2024,USB Cable,Electronics,4,255.25,1010.79,Port Harcourt,Store D,Offline,Transfer,0.01,245.14
ORD12560,19/05/2024,Keyboard,Electronics,4,298.33,1193.32,Ibadan,Store A,Online,Card,0,209.89
ORD12561,10/02/2024,Office Chair,Furniture,5,84.97,378.12,Abuja,Store C,Online,Cash,0.11,130.02
ORD12562,04/07/2024,Laptop Sleeve,Accessories,2,50.66,98.28,Abuja,Store D,Offline,Cash,0.03,29.79
ORD12563,10/10/2024,Drawer Cabinet,Furniture,1,202.05,159.62,Kano,Store B,Online,Mobile Money,0.21,30.3
ORD12564,14/03/2024,Notebook,Stationery,3,198,534.6,Port Harcourt,Store B,Online,Cash,0.1,60.26
ORD12565,23/08/2024,Standing Desk,Furniture,2,250.77,481.48,Port Harcourt,Store A,Offline,Transfer,0.04,164.73
ORD12566,30/01/2024,Backpack,Accessories,2,211.16,316.74,Kano,Store A,Online,Mobile Money,0.25,94.55
ORD12567,09/10/2024,Backpack,Accessories,4,104.86,364.91,Ibadan,Store B,Online,Card,0.13,65.93
ORD12568,03/03/2024,Backpack,Accessories,1,149.46,137.5,Abuja,Store D,Online,Card,0.08,28.72
ORD12569,30/11/2024,Stapler,Stationery,5,95.75,397.36,Ibadan,Store B,Online,Transfer,0.17,109.73
ORD12570,27/05/2024,Backpack,Accessories,5,141.46,643.64,Lagos,Store C,Online,Mobile Money,0.09,108.67
ORD12571,28/02/2024,Wireless Mouse,Electronics,2,10.44,18.17,Kano,Store C,Offline,Transfer,0.13,2.78
ORD12572,06/07/2024,Keyboard,Electronics,2,292.83,474.38,Lagos,Store B,Online,Transfer,0.19,121.76
ORD12573,19/11/2024,Bluetooth Speaker,Electronics,5,141.8,560.11,Ibadan,Store D,Offline,Card,0.21,88.85
ORD12574,04/11/2024,Office Chair,Furniture,4,266.96,875.63,Port Harcourt,Store C,Online,Mobile Money,0.18,261.32
ORD12575,18/01/2024,Drawer Cabinet,Furniture,5,294.65,1325.92,Abuja,Store D,Offline,Transfer,0.1,403.6
ORD12576,02/05/2024,Pen Pack,Stationery,2,258.94,507.52,Abuja,Store A,Offline,Cash,0.02,152.13
ORD12577,08/06/2024,Wireless Mouse,Electronics,3,30.2,69.76,Port Harcourt,Store A,Online,Cash,0.23,9.06
ORD12578,22/11/2024,Laptop Stand,Electronics,3,14.06,41.34,Port Harcourt,Store A,Online,Card,0.02,9.5
ORD12579,07/05/2024,Drawer Cabinet,Furniture,3,145.88,363.24,Kano,Store D,Offline,Cash,0.17,74.3
ORD12580,26/08/2024,Standing Desk,Furniture,4,69.39,255.36,Ibadan,Store D,Offline,Transfer,0.08,72.41
ORD12581,07/06/2024,Standing Desk,Furniture,1,220.73,169.96,Lagos,Store D,Offline,Cash,0.23,57.27
ORD12582,03/11/2024,Backpack,Accessories,2,278.97,429.61,Kano,Store B,Online,Mobile Money,0.23,65.06
ORD12583,20/06/2024,Standing Desk,Furniture,3,145.45,431.99,Port Harcourt,Store A,Offline,Transfer,0.01,110.16
ORD12584,02/01/2024,Backpack,Accessories,3,132.37,369.31,Abuja,Store D,Online,Cash,0.07,93.21
ORD12585,14/11/2024,Laptop Sleeve,Accessories,2,78.66,133.72,Ibadan,Store D,Offline,Transfer,0.15,23.76
ORD12586,08/09/2024,Notebook,Stationery,1,93.36,89.63,Port Harcourt,Store C,Online,Card,0.04,25.57
ORD12587,05/08/2024,Desk Organizer,Stationery,2,295.59,555.71,Lagos,Store D,Online,Cash,0.06,143.32
ORD12588,02/09/2024,Notebook,Stationery,4,10.73,41.63,Kano,Store B,Offline,Card,0.03,7.97
ORD12589,20/05/2024,Standing Desk,Furniture,3,72.56,208.97,Ibadan,Store B,Offline,Transfer,0.04,52.25
ORD12590,21/05/2024,Laptop Sleeve,Accessories,1,162.9,141.72,Ibadan,Store C,Offline,Card,0.13,40.75
ORD12591,05/04/2024,Keyboard,Electronics,1,235.61,209.69,Kano,Store A,Online,Cash,0.11,43.31
ORD12592,12/09/2024,USB Cable,Electronics,1,286.73,266.66,Port Harcourt,Store D,Offline,Transfer,0.07,49.47
ORD12593,19/05/2024,Drawer Cabinet,Furniture,1,270.6,208.36,Abuja,Store A,Online,Mobile Money,0.23,66.86
ORD12594,09/07/2024,Bookshelf,Furniture,2,127.05,190.57,Abuja,Store B,Offline,Mobile Money,0.25,55.01
ORD12595,06/01/2024,Stapler,Stationery,3,210.5,486.25,Lagos,Store B,Offline,Cash,0.23,50.61
ORD12596,16/10/2024,Backpack,Accessories,1,30.89,24.09,Port Harcourt,Store C,Online,Card,0.22,7.57
ORD12597,19/08/2024,Standing Desk,Furniture,3,158.96,448.27,Abuja,Store A,Online,Cash,0.06,103.57
ORD12598,02/12/2024,Standing Desk,Furniture,5,142.65,663.32,Abuja,Store D,Offline,Mobile Money,0.07,167.75
ORD12599,24/03/2024,Office Chair,Furniture,5,169.03,811.34,Abuja,Store A,Offline,Mobile Money,0.04,179.89
ORD12600,21/07/2024,Desk Organizer,Stationery,2,31.62,53.12,Abuja,Store D,Online,Cash,0.16,10.93
ORD12601,11/04/2024,Backpack,Accessories,2,224.83,431.67,Ibadan,Store A,Online,Transfer,0.04,78.75
ORD12602,23/07/2024,Standing Desk,Furniture,5,184.03,699.31,Ibadan,Store B,Online,Mobile Money,0.24,152.7
ORD12603,29/09/2024,Drawer Cabinet,Furniture,4,65.72,226.08,Abuja,Store C,Online,Mobile Money,0.14,41.54
ORD12604,21/04/2024,Stapler,Stationery,2,218.12,370.8,Lagos,Store A,Offline,Cash,0.15,73.91
ORD12605,25/05/2024,Stapler,Stationery,3,253.32,691.56,Port Harcourt,Store A,Online,Card,0.09,235.04
ORD12606,09/08/2024,Stapler,Stationery,1,247.37,239.95,Kano,Store A,Offline,Mobile Money,0.03,59.35
ORD12607,19/06/2024,Desk Organizer,Stationery,1,49.3,44.37,Kano,Store D,Online,Card,0.1,5.33
ORD12608,30/11/2024,Backpack,Accessories,5,148.83,595.32,Port Harcourt,Store B,Online,Transfer,0.2,108.07
ORD12609,12/10/2024,Drawer Cabinet,Furniture,1,141.72,126.13,Port Harcourt,Store D,Offline,Transfer,0.11,35.89
ORD12610,23/06/2024,Keyboard,Electronics,1,130.11,119.7,Lagos,Store D,Offline,Cash,0.08,40.61
ORD12611,05/02/2024,USB Cable,Electronics,4,124.66,448.78,Kano,Store B,Online,Cash,0.1,119.89
ORD12612,12/06/2024,Laptop Stand,Electronics,5,142.15,589.92,Lagos,Store D,Offline,Mobile Money,0.17,73.6
ORD12613,06/06/2024,Office Chair,Furniture,2,128.07,233.09,Kano,Store B,Online,Mobile Money,0.09,55.43
ORD12614,02/02/2024,Bluetooth Speaker,Electronics,4,30.2,100.26,Ibadan,Store D,Offline,Mobile Money,0.17,19.1
ORD12615,03/03/2024,Notebook,Stationery,5,82.91,402.11,Lagos,Store D,Online,Transfer,0.03,138.77
ORD12616,23/09/2024,Drawer Cabinet,Furniture,2,10.63,18.71,Kano,Store C,Offline,Mobile Money,0.12,2.93
ORD12617,24/08/2024,Laptop Sleeve,Accessories,3,222.4,593.81,Kano,Store D,Online,Card,0.11,176.93
ORD12618,25/03/2024,Phone Case,Accessories,2,146.31,263.36,Ibadan,Store C,Online,Mobile Money,0.1,71.29
ORD12619,02/06/2024,Bookshelf,Furniture,2,122.9,231.05,Lagos,Store A,Online,Mobile Money,0.06,71.33
ORD12620,01/03/2024,Notebook,Stationery,1,138.86,104.15,Port Harcourt,Store C,Offline,Transfer,0.25,26.06
ORD12621,27/07/2024,Notebook,Stationery,3,7.71,21.74,Port Harcourt,Store D,Offline,Cash,0.06,6.31
ORD12622,11/07/2024,Phone Case,Accessories,2,39.72,73.08,Port Harcourt,Store B,Online,Transfer,0.08,11.17
ORD12623,08/10/2024,Backpack,Accessories,1,70.91,56.02,Port Harcourt,Store A,Offline,Cash,0.21,11.53
ORD12624,01/07/2024,Backpack,Accessories,5,254.39,992.12,Port Harcourt,Store B,Offline,Cash,0.22,323.77
ORD12625,07/01/2024,USB Cable,Electronics,4,133.85,513.98,Ibadan,Store C,Online,Mobile Money,0.04,157.51
ORD12626,20/11/2024,Phone Case,Accessories,4,96,380.16,Kano,Store C,Online,Mobile Money,0.01,79.16
ORD12627,15/12/2024,Desk Organizer,Stationery,1,61.98,57.02,Abuja,Store D,Online,Mobile Money,0.08,17.2
ORD12628,01/02/2024,Desk Organizer,Stationery,4,261.82,1026.33,Lagos,Store D,Offline,Card,0.02,310.78
ORD12629,18/05/2024,Keyboard,Electronics,4,273,840.84,Ibadan,Store D,Online,Transfer,0.23,124.9
ORD12630,02/05/2024,Laptop Stand,Electronics,3,43.36,98.86,Abuja,Store A,Online,Transfer,0.24,30.46
ORD12631,10/11/2024,Office Chair,Furniture,4,240.93,761.34,Kano,Store D,Online,Mobile Money,0.21,126.19
ORD12632,22/01/2024,Drawer Cabinet,Furniture,3,155.37,358.9,Abuja,Store B,Online,Card,0.23,69.81
ORD12633,16/10/2024,Notebook,Stationery,5,148.97,670.37,Lagos,Store B,Online,Cash,0.1,171.7
ORD12634,04/05/2024,Standing Desk,Furniture,4,41.32,148.75,Lagos,Store D,Offline,Card,0.1,50.77
ORD12635,18/06/2024,Drawer Cabinet,Furniture,3,234.17,653.33,Port Harcourt,Store B,Offline,Mobile Money,0.07,129.7
ORD12636,27/08/2024,Backpack,Accessories,2,192.01,295.7,Port Harcourt,Store C,Offline,Card,0.23,67.14
ORD12637,11/09/2024,Stapler,Stationery,2,46.8,79.56,Lagos,Store D,Offline,Transfer,0.15,22.33
ORD12638,14/02/2024,Standing Desk,Furniture,2,36.97,68.76,Abuja,Store C,Online,Cash,0.07,8.02
ORD12639,08/08/2024,Pen Pack,Stationery,3,54.7,160.82,Lagos,Store B,Online,Transfer,0.02,46.76
ORD12640,08/04/2024,Bookshelf,Furniture,4,243.44,730.32,Abuja,Store C,Online,Transfer,0.25,207.61
ORD12641,14/08/2024,Bluetooth Speaker,Electronics,4,52.62,208.38,Port Harcourt,Store D,Offline,Transfer,0.01,48.14
ORD12642,28/10/2024,Bluetooth Speaker,Electronics,2,14.01,21.58,Kano,Store D,Offline,Mobile Money,0.23,6.78
ORD12643,19/06/2024,Notebook,Stationery,2,297.9,548.14,Abuja,Store A,Offline,Cash,0.08,162.84
ORD12644,26/10/2024,Desk Organizer,Stationery,3,159.61,411.79,Kano,Store C,Online,Mobile Money,0.14,64.4
ORD12645,07/04/2024,Backpack,Accessories,3,275.81,786.06,Abuja,Store A,Offline,Mobile Money,0.05,149.1
ORD12646,20/05/2024,Phone Case,Accessories,5,48.12,192.48,Kano,Store B,Offline,Transfer,0.2,64.4
ORD12647,02/07/2024,Pen Pack,Stationery,5,248.37,1043.15,Kano,Store B,Offline,Mobile Money,0.16,348.71
ORD12648,02/08/2024,Laptop Sleeve,Accessories,3,127.32,355.22,Kano,Store A,Offline,Mobile Money,0.07,59.9
ORD12649,24/10/2024,Standing Desk,Furniture,3,161.06,449.36,Port Harcourt,Store C,Online,Card,0.07,131.76
ORD12650,19/11/2024,Phone Case,Accessories,2,42.8,84.74,Abuja,Store A,Offline,Card,0.01,27.35
ORD12651,06/12/2024,Office Chair,Furniture,4,139.08,539.63,Lagos,Store D,Online,Cash,0.03,168.49
ORD12652,29/12/2024,Backpack,Accessories,2,234.64,436.43,Abuja,Store C,Offline,Card,0.07,149.58
ORD12653,16/01/2024,Office Chair,Furniture,5,195.46,957.75,Ibadan,Store D,Online,Cash,0.02,291.63
ORD12654,25/06/2024,Office Chair,Furniture,5,87.18,409.75,Ibadan,Store D,Online,Mobile Money,0.06,133.4
ORD12655,18/03/2024,Drawer Cabinet,Furniture,4,298.39,1050.33,Kano,Store C,Offline,Cash,0.12,129.68
ORD12656,17/12/2024,Bookshelf,Furniture,2,26.37,45.36,Port Harcourt,Store C,Offline,Mobile Money,0.14,7.1
ORD12657,01/08/2024,Standing Desk,Furniture,2,101.48,198.9,Lagos,Store B,Online,Mobile Money,0.02,38.8
ORD12658,21/10/2024,Phone Case,Accessories,4,172.09,612.64,Abuja,Store A,Online,Transfer,0.11,208.02
ORD12659,14/01/2024,Bluetooth Speaker,Electronics,5,114.04,490.37,Ibadan,Store B,Online,Card,0.14,140.87
ORD12660,25/10/2024,Laptop Sleeve,Accessories,3,110.55,268.64,Port Harcourt,Store B,Online,Card,0.19,32.28
ORD12661,16/04/2024,Office Chair,Furniture,2,238.31,438.49,Port Harcourt,Store B,Online,Card,0.08,61.82
ORD12662,19/09/2024,Keyboard,Electronics,5,255.34,1097.96,Ibadan,Store C,Online,Transfer,0.14,314.88
ORD12663,31/05/2024,Drawer Cabinet,Furniture,5,25.76,104.33,Abuja,Store B,Online,Transfer,0.19,24.94
ORD12664,18/01/2024,Stapler,Stationery,5,127.73,498.15,Lagos,Store A,Offline,Mobile Money,0.22,55.29
ORD12665,10/12/2024,Wireless Mouse,Electronics,3,58.54,168.6,Port Harcourt,Store B,Online,Mobile Money,0.04,25.9
ORD12666,28/08/2024,Drawer Cabinet,Furniture,1,281.79,270.52,Abuja,Store B,Online,Cash,0.04,93.46
ORD12667,02/06/2024,Pen Pack,Stationery,3,207.23,503.57,Abuja,Store A,Online,Transfer,0.19,85.72
ORD12668,20/08/2024,Wireless Mouse,Electronics,4,86.58,283.98,Abuja,Store D,Offline,Card,0.18,78.25
ORD12669,20/11/2024,Backpack,Accessories,1,8.48,7.72,Abuja,Store A,Offline,Transfer,0.09,0.84
ORD12670,09/09/2024,Office Chair,Furniture,5,28.82,131.13,Port Harcourt,Store D,Offline,Transfer,0.09,33.8
ORD12671,14/03/2024,Standing Desk,Furniture,5,121.11,575.27,Ibadan,Store B,Offline,Card,0.05,134.5
ORD12672,12/02/2024,Stapler,Stationery,5,84.39,329.12,Lagos,Store C,Offline,Mobile Money,0.22,62.73
ORD12673,22/10/2024,Pen Pack,Stationery,3,65.01,179.43,Kano,Store C,Online,Cash,0.08,50.28
ORD12674,03/11/2024,Phone Case,Accessories,1,268.35,241.52,Abuja,Store A,Online,Transfer,0.1,28.2
ORD12675,03/10/2024,USB Cable,Electronics,4,210.99,700.49,Port Harcourt,Store C,Online,Card,0.17,82.71
ORD12676,31/08/2024,Laptop Sleeve,Accessories,4,84.53,297.55,Ibadan,Store C,Online,Card,0.12,50.33
ORD12677,13/04/2024,Laptop Sleeve,Accessories,1,64.24,53.32,Kano,Store D,Online,Cash,0.17,10.27
ORD12678,14/12/2024,Laptop Sleeve,Accessories,5,65.81,306.02,Port Harcourt,Store B,Online,Card,0.07,72.31
ORD12679,08/04/2024,Backpack,Accessories,2,217.12,351.73,Abuja,Store D,Offline,Card,0.19,64.29
ORD12680,20/05/2024,Standing Desk,Furniture,4,25.02,85.07,Port Harcourt,Store A,Online,Card,0.15,27.06
ORD12681,25/02/2024,Laptop Sleeve,Accessories,5,127.94,550.14,Lagos,Store C,Online,Transfer,0.14,130.3
ORD12682,03/07/2024,Desk Organizer,Stationery,4,218.48,847.7,Kano,Store A,Offline,Cash,0.03,246.78
ORD12683,25/11/2024,Drawer Cabinet,Furniture,5,221.62,908.64,Lagos,Store A,Online,Transfer,0.18,305.98
ORD12684,04/02/2024,Bookshelf,Furniture,1,12.58,12.58,Abuja,Store C,Online,Transfer,0,2.38
ORD12685,03/07/2024,Bluetooth Speaker,Electronics,4,193.47,626.84,Kano,Store B,Offline,Card,0.19,178.79
ORD12686,23/03/2024,Drawer Cabinet,Furniture,4,266.36,863.01,Kano,Store B,Offline,Card,0.19,222.2
ORD12687,10/03/2024,Pen Pack,Stationery,1,138.11,114.63,Abuja,Store A,Offline,Cash,0.17,31.15
ORD12688,07/12/2024,Backpack,Accessories,5,299.31,1436.69,Abuja,Store C,Offline,Card,0.04,204.22
ORD12689,24/07/2024,Bookshelf,Furniture,3,89.88,250.77,Port Harcourt,Store C,Online,Cash,0.07,33.67
ORD12690,03/10/2024,Bookshelf,Furniture,5,281.16,1265.22,Kano,Store A,Offline,Card,0.1,441.65
ORD12691,19/08/2024,Bookshelf,Furniture,3,232.32,599.39,Abuja,Store A,Online,Mobile Money,0.14,89.1
ORD12692,19/08/2024,Backpack,Accessories,3,219.69,599.75,Lagos,Store C,Online,Cash,0.09,105.23
ORD12693,27/09/2024,Stapler,Stationery,4,209.58,762.87,Port Harcourt,Store C,Offline,Cash,0.09,149.74
ORD12694,04/06/2024,Stapler,Stationery,4,63.92,199.43,Abuja,Store C,Online,Mobile Money,0.22,61.92
ORD12695,22/03/2024,USB Cable,Electronics,2,57.81,107.53,Kano,Store C,Offline,Card,0.07,26.29
ORD12696,04/11/2024,Drawer Cabinet,Furniture,1,94.87,81.59,Port Harcourt,Store C,Online,Mobile Money,0.14,10.36
ORD12697,22/12/2024,Laptop Sleeve,Accessories,1,148.22,139.33,Kano,Store C,Online,Transfer,0.06,31.6
ORD12698,05/07/2024,Stapler,Stationery,4,117.02,360.42,Kano,Store A,Offline,Card,0.23,77.76
ORD12699,13/04/2024,Desk Organizer,Stationery,2,237.3,465.11,Lagos,Store B,Online,Mobile Money,0.02,64.2
ORD12700,14/12/2024,Stapler,Stationery,2,206.72,314.21,Ibadan,Store D,Offline,Mobile Money,0.24,34.77
ORD12701,14/09/2024,Stapler,Stationery,1,241.8,186.19,Ibadan,Store A,Offline,Mobile Money,0.23,46.92
ORD12702,14/11/2024,Phone Case,Accessories,4,99.1,305.23,Lagos,Store B,Online,Cash,0.23,50.08
ORD12703,10/08/2024,Stapler,Stationery,4,180.17,663.03,Port Harcourt,Store A,Offline,Mobile Money,0.08,105.24
ORD12704,30/04/2024,Bookshelf,Furniture,2,154.78,300.27,Lagos,Store A,Offline,Mobile Money,0.03,98.91
ORD12705,29/02/2024,Phone Case,Accessories,3,256.58,654.28,Lagos,Store C,Online,Card,0.15,127.76
ORD12706,04/03/2024,Office Chair,Furniture,5,40.02,154.08,Lagos,Store A,Offline,Card,0.23,38.21
ORD12707,04/04/2024,Phone Case,Accessories,1,172.2,134.32,Kano,Store A,Offline,Cash,0.22,41.12
ORD12708,17/07/2024,Stapler,Stationery,5,184.8,776.16,Ibadan,Store D,Offline,Cash,0.16,222.68
ORD12709,05/12/2024,USB Cable,Electronics,4,252.54,838.43,Port Harcourt,Store D,Online,Transfer,0.17,264.06
ORD12710,21/04/2024,Office Chair,Furniture,2,138.53,229.96,Kano,Store B,Online,Cash,0.17,42.63
ORD12711,14/06/2024,Desk Organizer,Stationery,4,29.48,99.05,Abuja,Store A,Offline,Cash,0.16,10.4
ORD12712,21/11/2024,Desk Organizer,Stationery,2,64.14,120.58,Port Harcourt,Store D,Offline,Mobile Money,0.06,12.6
ORD12713,03/06/2024,USB Cable,Electronics,3,260.27,702.73,Lagos,Store B,Offline,Mobile Money,0.1,81.05
ORD12714,04/10/2024,Office Chair,Furniture,2,85.48,140.19,Lagos,Store C,Online,Card,0.18,30.44
ORD12715,23/01/2024,Wireless Mouse,Electronics,1,19.03,15.79,Abuja,Store A,Offline,Transfer,0.17,5.44
ORD12716,06/09/2024,Laptop Sleeve,Accessories,2,21.82,37.53,Ibadan,Store B,Offline,Mobile Money,0.14,8.14
ORD12717,15/11/2024,Bluetooth Speaker,Electronics,1,46.43,44.57,Kano,Store C,Offline,Cash,0.04,9.95
ORD12718,06/06/2024,Stapler,Stationery,2,271.73,461.94,Ibadan,Store B,Online,Cash,0.15,89.02
ORD12719,17/05/2024,USB Cable,Electronics,2,222.26,426.74,Abuja,Store B,Online,Card,0.04,102.49
ORD12720,01/02/2024,USB Cable,Electronics,2,230.87,457.12,Ibadan,Store C,Offline,Mobile Money,0.01,146.24
ORD12721,05/09/2024,Bookshelf,Furniture,5,286.39,1088.28,Kano,Store D,Online,Mobile Money,0.24,210.35
ORD12722,18/04/2024,Phone Case,Accessories,2,91.61,172.23,Lagos,Store B,Online,Transfer,0.06,29.47
ORD12723,21/09/2024,Standing Desk,Furniture,5,133.77,588.59,Lagos,Store D,Online,Mobile Money,0.12,163.88
ORD12724,30/07/2024,Backpack,Accessories,1,85.53,65.86,Port Harcourt,Store D,Offline,Mobile Money,0.23,16.89
ORD12725,17/03/2024,Standing Desk,Furniture,1,203.08,182.77,Abuja,Store D,Offline,Transfer,0.1,22.36
ORD12726,12/05/2024,Drawer Cabinet,Furniture,4,164.5,500.08,Abuja,Store B,Online,Cash,0.24,159.17
ORD12727,13/07/2024,Bluetooth Speaker,Electronics,1,230.28,202.65,Ibadan,Store B,Offline,Mobile Money,0.12,34.69
ORD12728,22/12/2024,Standing Desk,Furniture,1,267.63,206.08,Port Harcourt,Store B,Online,Card,0.23,72.05
ORD12729,27/03/2024,Phone Case,Accessories,2,250.77,376.16,Port Harcourt,Store D,Offline,Cash,0.25,64.62
ORD12730,05/11/2024,Desk Organizer,Stationery,5,97.34,481.83,Kano,Store B,Offline,Cash,0.01,73.54
ORD12731,04/08/2024,Bookshelf,Furniture,3,11.74,30.29,Port Harcourt,Store B,Offline,Card,0.14,5.98
ORD12732,16/01/2024,Notebook,Stationery,3,59.7,136.12,Port Harcourt,Store C,Online,Card,0.24,35.79
ORD12733,06/02/2024,Office Chair,Furniture,4,76.67,257.61,Kano,Store A,Online,Cash,0.16,67.24
ORD12734,08/10/2024,Desk Organizer,Stationery,5,70.22,312.48,Abuja,Store C,Offline,Card,0.11,107.25
ORD12735,16/03/2024,Laptop Sleeve,Accessories,4,267.78,835.47,Ibadan,Store B,Offline,Transfer,0.22,127.99
ORD12736,25/01/2024,Pen Pack,Stationery,3,134.61,314.99,Port Harcourt,Store D,Offline,Transfer,0.22,36.34
ORD12737,30/08/2024,Keyboard,Electronics,3,83.91,221.52,Port Harcourt,Store D,Online,Card,0.12,72.57
ORD12738,19/12/2024,Keyboard,Electronics,1,176.84,146.78,Abuja,Store B,Offline,Cash,0.17,46.03
ORD12739,20/11/2024,Laptop Sleeve,Accessories,4,264.17,982.71,Kano,Store C,Online,Card,0.07,191.13
ORD12740,22/07/2024,Backpack,Accessories,4,295.51,945.63,Lagos,Store C,Offline,Card,0.2,188.9
ORD12741,13/08/2024,Stapler,Stationery,4,67.67,243.61,Kano,Store A,Offline,Card,0.1,81.55
ORD12742,17/09/2024,Notebook,Stationery,1,145.34,119.18,Abuja,Store C,Offline,Transfer,0.18,17.46
ORD12743,13/11/2024,Bookshelf,Furniture,5,53.79,209.78,Lagos,Store D,Online,Transfer,0.22,35.92
ORD12744,05/08/2024,USB Cable,Electronics,3,197.39,509.27,Ibadan,Store A,Offline,Card,0.14,92.92
ORD12745,18/12/2024,Bluetooth Speaker,Electronics,1,258.97,225.3,Lagos,Store A,Offline,Cash,0.13,29.94
ORD12746,21/06/2024,Bookshelf,Furniture,2,187.26,292.13,Abuja,Store A,Offline,Mobile Money,0.22,98.3
ORD12747,14/08/2024,Drawer Cabinet,Furniture,2,186.41,301.98,Abuja,Store A,Offline,Transfer,0.19,68.32
ORD12748,08/03/2024,Standing Desk,Furniture,1,83.85,83.85,Ibadan,Store A,Online,Transfer,0,28.13
ORD12749,13/10/2024,Backpack,Accessories,2,94.96,172.83,Kano,Store D,Offline,Cash,0.09,44.8
ORD12750,08/04/2024,Drawer Cabinet,Furniture,2,26.12,46.49,Abuja,Store A,Offline,Transfer,0.11,15.71
ORD12751,12/11/2024,Pen Pack,Stationery,2,294.98,460.17,Abuja,Store B,Online,Card,0.22,131.02
ORD12752,21/01/2024,Phone Case,Accessories,2,173.48,336.55,Abuja,Store D,Online,Card,0.03,106.16
ORD12753,16/08/2024,Laptop Sleeve,Accessories,5,99.4,407.54,Ibadan,Store C,Online,Mobile Money,0.18,74.62
ORD12754,08/07/2024,Drawer Cabinet,Furniture,4,56.86,200.15,Port Harcourt,Store D,Offline,Cash,0.12,21.97
ORD12755,24/11/2024,Phone Case,Accessories,1,135.33,125.86,Abuja,Store C,Online,Cash,0.07,14.36
ORD12756,18/10/2024,Standing Desk,Furniture,5,62.89,276.72,Ibadan,Store C,Online,Transfer,0.12,63.99
ORD12757,15/11/2024,Laptop Sleeve,Accessories,2,84.72,128.77,Kano,Store B,Offline,Cash,0.24,25.2
ORD12758,11/05/2024,Bluetooth Speaker,Electronics,2,167.61,251.42,Lagos,Store A,Offline,Transfer,0.25,40.37
ORD12759,02/12/2024,Notebook,Stationery,3,114.74,285.7,Abuja,Store D,Online,Mobile Money,0.17,73.47
ORD12760,10/07/2024,Drawer Cabinet,Furniture,4,56.36,180.35,Port Harcourt,Store D,Offline,Mobile Money,0.2,29.81
ORD12761,13/01/2024,Pen Pack,Stationery,3,187.39,550.93,Abuja,Store B,Online,Transfer,0.02,123.96
ORD12762,14/12/2024,Backpack,Accessories,2,216.77,338.16,Kano,Store C,Online,Mobile Money,0.22,43.54
ORD12763,04/11/2024,Bluetooth Speaker,Electronics,3,264.32,634.37,Kano,Store A,Offline,Mobile Money,0.2,91.29
